timestamp,market,buy_volume,sell_volume,net_flow,buy_%,sell_%,net_%,trend,message
2026-08-16T01:07:33.127728,BTC/USDT,76.709512768,91.375646242,-14.666133474000006,45.63729077558612,54.362709224413884,-8.725418448827755,⚪,⚪ Buy: 45.6% | Sell: 54.4% | Net: -8.7% | Value: -15
2026-08-16T01:07:47.707818,SUI/USDT,124798.56000000001,141069.34,-16270.779999999984,46.94006309148265,53.059936908517344,-6.119873817034694,⚪,"⚪ Buy: 46.9% | Sell: 53.1% | Net: -6.1% | Value: -16,271"
2026-08-16T01:07:48.820527,SHIB/USDT,130481933969.75664,142856234551.90817,-12374300582.151535,47.736448471672055,52.26355152832796,-4.527103056655898,⚪,"⚪ Buy: 47.7% | Sell: 52.3% | Net: -4.5% | Value: -12,374,300,582"
2026-08-16T01:07:49.876877,LTC/USDT,16293.9264,17339.8556,-1045.9291999999987,48.44512103931696,51.554878960683034,-3.1097579213660795,⚪,"⚪ Buy: 48.4% | Sell: 51.6% | Net: -3.1% | Value: -1,046"
2026-08-16T01:07:50.922079,ATOM/USDT,48785.600900000005,47589.90269999999,1195.6982000000135,50.62033304903011,49.379666950969884,1.2406660980602269,⚪,"⚪ Buy: 50.6% | Sell: 49.4% | Net: 1.2% | Value: 1,196"
2026-08-16T01:07:52.079496,XLM/USDT,218323.64099999997,216984.409,1339.23199999996,50.1538257792384,49.846174220761604,0.3076515584767982,⚪,"⚪ Buy: 50.2% | Sell: 49.8% | Net: 0.3% | Value: 1,339"
2026-08-16T01:07:53.148022,UNI/USDT,942466.8536599999,903604.1855400001,38862.66811999981,51.05257780699601,48.94742219300399,2.1051556139920304,⚪,"⚪ Buy: 51.1% | Sell: 48.9% | Net: 2.1% | Value: 38,863"
2026-08-16T01:07:54.578738,ICP/USDT,26885.64202,27279.696679999997,-394.05465999999797,49.63624831907495,50.36375168092506,-0.7275033618501088,⚪,⚪ Buy: 49.6% | Sell: 50.4% | Net: -0.7% | Value: -394
2026-08-16T01:07:55.727675,APT/USDT,25704.036479999995,28192.939620000005,-2488.9031400000094,47.69105493471274,52.30894506528726,-4.617890130574523,⚪,"⚪ Buy: 47.7% | Sell: 52.3% | Net: -4.6% | Value: -2,489"
2026-08-16T01:07:56.784151,NEAR/USDT,758072.0194799999,805280.0579199999,-47208.03844000003,48.49016612692544,51.50983387307456,-3.019667746149121,⚪,"⚪ Buy: 48.5% | Sell: 51.5% | Net: -3.0% | Value: -47,208"
2026-08-16T01:07:57.940209,AAPL,0,0,0,0,0,0,⚪,⚪ Buy: 0.0% | Sell: 0.0% | Net: 0.0% | Value: 0
2026-08-16T01:07:58.161960,MSFT,0,0,0,0,0,0,⚪,⚪ Buy: 0.0% | Sell: 0.0% | Net: 0.0% | Value: 0
2026-08-16T01:07:58.349861,GOOG,0,0,0,0,0,0,⚪,⚪ Buy: 0.0% | Sell: 0.0% | Net: 0.0% | Value: 0
2026-08-16T01:07:58.534640,GC=F,0,0,0,0,0,0,⚪,⚪ Buy: 0.0% | Sell: 0.0% | Net: 0.0% | Value: 0
2026-08-16T01:07:58.711985,CL=F,0,0,0,0,0,0,⚪,⚪ Buy: 0.0% | Sell: 0.0% | Net: 0.0% | Value: 0
2026-08-16T01:07:58.895796,TSLA,0,0,0,0,0,0,⚪,⚪ Buy: 0.0% | Sell: 0.0% | Net: 0.0% | Value: 0
2026-08-16T01:07:59.096247,NVDA,0,0,0,0,0,0,⚪,⚪ Buy: 0.0% | Sell: 0.0% | Net: 0.0% | Value: 0
2026-08-16T02:40:28.734125,BTC/USDT,70.99578043400001,80.88455869600001,-9.888778262000002,46.744549584678026,53.25545041532196,-6.510900830643938,⚪,⚪ Buy: 46.7% | Sell: 53.3% | Net: -6.5% | Value: -10
2026-08-16T02:40:30.048824,ETH/USDT,1704.0670062660004,1995.307771144,-291.2407648779997,46.063648827141776,53.93635117285823,-7.872702345716448,⚪,⚪ Buy: 46.1% | Sell: 53.9% | Net: -7.9% | Value: -291
2026-08-16T02:40:31.520906,BNB/USDT,1379.9069200000001,1722.5752799999998,-342.66835999999967,44.477512876625056,55.52248712337495,-11.044974246749899,⚪,⚪ Buy: 44.5% | Sell: 55.5% | Net: -11.0% | Value: -343
2026-08-16T02:40:33.293579,XRP/USDT,2319729.386389999,1739331.6069099999,580397.7794799993,57.14940943777415,42.85059056222584,14.298818875548317,⚪,"⚪ Buy: 57.1% | Sell: 42.9% | Net: 14.3% | Value: 580,398"
2026-08-16T02:40:34.494908,SOL/USDT,10509.053598770002,11285.35039918,-776.2968004099985,48.21904558508914,51.780954414910866,-3.5619088298217174,⚪,⚪ Buy: 48.2% | Sell: 51.8% | Net: -3.6% | Value: -776
2026-08-16T02:40:36.162083,DOGE/USDT,2438844.9314946886,2490751.470342032,-51906.53884734353,49.47352141416685,50.526478585833146,-1.0529571716662978,⚪,"⚪ Buy: 49.5% | Sell: 50.5% | Net: -1.1% | Value: -51,907"
2026-08-16T02:40:37.412082,ADA/USDT,840623.111,952386.9189999999,-111763.80799999984,46.883346826565166,53.116653173434834,-6.233306346869675,⚪,"⚪ Buy: 46.9% | Sell: 53.1% | Net: -6.2% | Value: -111,764"
2026-08-16T02:40:38.642809,TRX/USDT,1051744.722,1048024.6479999999,3720.0740000001388,50.08858291898981,49.91141708101018,0.17716583797963195,⚪,"⚪ Buy: 50.1% | Sell: 49.9% | Net: 0.2% | Value: 3,720"
2026-08-16T02:40:39.824003,AVAX/USDT,96273.35226000001,125624.05043999999,-29350.698179999978,43.386425928634814,56.61357407136518,-13.22714814273037,⚪,"⚪ Buy: 43.4% | Sell: 56.6% | Net: -13.2% | Value: -29,351"
2026-08-16T02:40:41.779075,DOT/USDT,425423.34642,555575.1868799999,-130151.84045999992,43.36635906976437,56.633640930235615,-13.26728186047125,⚪,"⚪ Buy: 43.4% | Sell: 56.6% | Net: -13.3% | Value: -130,152"
2026-08-16T02:40:42.960451,LINK/USDT,292953.419518628,306855.828077942,-13902.408559314033,48.84109751433302,51.15890248566697,-2.3178049713339455,⚪,"⚪ Buy: 48.8% | Sell: 51.2% | Net: -2.3% | Value: -13,902"
2026-08-16T02:40:44.213419,SUI/USDT,138261.84,160870.36,-22608.51999999999,46.2209818936243,53.77901810637571,-7.558036212751416,⚪,"⚪ Buy: 46.2% | Sell: 53.8% | Net: -7.6% | Value: -22,609"
2026-08-16T02:40:45.422008,SHIB/USDT,144024433581.3571,159203257354.9668,-15178823773.60971,47.49712440068721,52.502875599312794,-5.005751198625584,⚪,"⚪ Buy: 47.5% | Sell: 52.5% | Net: -5.0% | Value: -15,178,823,774"
2026-08-16T02:40:46.733296,LTC/USDT,16645.8142,16872.2578,-226.4435999999987,49.66220670449064,50.33779329550936,-0.6755865910187158,⚪,⚪ Buy: 49.7% | Sell: 50.3% | Net: -0.7% | Value: -226
2026-08-16T02:40:47.951995,ATOM/USDT,51439.1536,50909.58209999999,529.5715000000055,50.25870935111122,49.741290648888786,0.5174187022224306,⚪,⚪ Buy: 50.3% | Sell: 49.7% | Net: 0.5% | Value: 530
2026-08-16T02:40:49.218910,XLM/USDT,244807.03799999997,267204.64200000005,-22397.60400000008,47.81278388024272,52.187216119757274,-4.374432239514551,⚪,"⚪ Buy: 47.8% | Sell: 52.2% | Net: -4.4% | Value: -22,398"
2026-08-16T02:40:51.127638,UNI/USDT,1043429.30676,978496.82264,64932.48411999992,51.605708615558285,48.394291384441715,3.2114172311165703,⚪,"⚪ Buy: 51.6% | Sell: 48.4% | Net: 3.2% | Value: 64,932"
2026-08-16T02:40:52.390417,ICP/USDT,26074.273820000002,29398.23538,-3323.961559999996,47.00395600637442,52.996043993625584,-5.992087987251163,⚪,"⚪ Buy: 47.0% | Sell: 53.0% | Net: -6.0% | Value: -3,324"
2026-08-16T02:40:53.789051,APT/USDT,27595.527319999997,33237.52178,-5641.994460000005,45.36272261256751,54.63727738743248,-9.274554774864976,⚪,"⚪ Buy: 45.4% | Sell: 54.6% | Net: -9.3% | Value: -5,642"
2026-08-16T02:40:55.056382,NEAR/USDT,788536.0671599999,870628.8770399999,-82092.80988000007,47.52608050914483,52.47391949085517,-4.947838981710332,⚪,"⚪ Buy: 47.5% | Sell: 52.5% | Net: -4.9% | Value: -82,093"
2026-08-16T02:40:55.546596,AAPL,0,0,0,0,0,0,⚪,⚪ Buy: 0.0% | Sell: 0.0% | Net: 0.0% | Value: 0
2026-08-16T02:40:56.175298,MSFT,0,0,0,0,0,0,⚪,⚪ Buy: 0.0% | Sell: 0.0% | Net: 0.0% | Value: 0
2026-08-16T02:40:56.311152,GOOG,0,0,0,0,0,0,⚪,⚪ Buy: 0.0% | Sell: 0.0% | Net: 0.0% | Value: 0
2026-08-16T02:40:56.415379,GC=F,0,0,0,0,0,0,⚪,⚪ Buy: 0.0% | Sell: 0.0% | Net: 0.0% | Value: 0
2026-08-16T02:40:56.501496,CL=F,0,0,0,0,0,0,⚪,⚪ Buy: 0.0% | Sell: 0.0% | Net: 0.0% | Value: 0
2026-08-16T02:40:56.656413,TSLA,0,0,0,0,0,0,⚪,⚪ Buy: 0.0% | Sell: 0.0% | Net: 0.0% | Value: 0
2026-08-16T02:40:56.800839,NVDA,0,0,0,0,0,0,⚪,⚪ Buy: 0.0% | Sell: 0.0% | Net: 0.0% | Value: 0
2026-08-16T03:44:42.355940,BTC/USDT,64.118801946,77.67882579400002,-13.560023848000014,45.2185293702996,54.7814706297004,-9.562941259400798,⚪,⚪ Buy: 45.2% | Sell: 54.8% | Net: -9.6% | Value: -14
2026-08-16T03:44:43.675772,ETH/USDT,1678.7931823800004,1978.45855522,-299.6653728399997,45.90313445258421,54.096865547415796,-8.193731094831586,⚪,⚪ Buy: 45.9% | Sell: 54.1% | Net: -8.2% | Value: -300
2026-08-16T03:44:44.920728,BNB/USDT,1240.9562,1664.2772,-423.3209999999999,42.71450961564741,57.2854903843526,-14.570980768705189,⚪,⚪ Buy: 42.7% | Sell: 57.3% | Net: -14.6% | Value: -423
2026-08-16T03:44:46.075391,XRP/USDT,2283753.56669,1715347.72711,568405.8395799997,57.106669696779456,42.89333030322054,14.213339393558917,⚪,"⚪ Buy: 57.1% | Sell: 42.9% | Net: 14.2% | Value: 568,406"
2026-08-16T03:44:47.228482,SOL/USDT,10147.450965686,11044.281977123997,-896.8310114379983,47.884007377173276,52.11599262282671,-4.231985245653439,⚪,⚪ Buy: 47.9% | Sell: 52.1% | Net: -4.2% | Value: -897
2026-08-16T03:44:48.521975,DOGE/USDT,2443363.0839646882,2422108.225872032,21254.85809265636,50.21842547966201,49.781574520338,0.4368509593240135,⚪,"⚪ Buy: 50.2% | Sell: 49.8% | Net: 0.4% | Value: 21,255"
2026-08-16T03:44:49.761230,ADA/USDT,1011569.801,1066351.379,-54781.57799999998,48.68181770975548,51.31818229024452,-2.6363645804890434,⚪,"⚪ Buy: 48.7% | Sell: 51.3% | Net: -2.6% | Value: -54,782"
2026-08-16T03:44:51.012595,TRX/USDT,1013207.604,1043540.2559999999,-30332.651999999885,49.26260645288821,50.7373935471118,-1.4747870942235908,⚪,"⚪ Buy: 49.3% | Sell: 50.7% | Net: -1.5% | Value: -30,333"
2026-08-16T03:44:52.659398,AVAX/USDT,96342.63378000002,125670.23812,-29327.604339999976,43.39506667135727,56.60493332864272,-13.209866657285458,⚪,"⚪ Buy: 43.4% | Sell: 56.6% | Net: -13.2% | Value: -29,328"
2026-08-16T03:44:54.824255,DOT/USDT,406429.65638999996,515902.98831,-109473.33192000003,44.0654094512936,55.93459054870641,-11.869181097412808,⚪,"⚪ Buy: 44.1% | Sell: 55.9% | Net: -11.9% | Value: -109,473"
2026-08-16T03:44:56.032597,LINK/USDT,283965.25523862796,318270.954257942,-34305.69901931402,47.151807008748996,52.848192991251,-5.696385982502006,⚪,"⚪ Buy: 47.2% | Sell: 52.8% | Net: -5.7% | Value: -34,306"
2026-08-16T03:44:57.250474,SUI/USDT,184091.82,191423.68,-7331.859999999986,49.02376067033185,50.97623932966815,-1.9524786593362955,⚪,"⚪ Buy: 49.0% | Sell: 51.0% | Net: -2.0% | Value: -7,332"
2026-08-16T03:44:59.626599,SHIB/USDT,148715381406.32037,162330555904.94232,-13615174498.621948,47.81138846944699,52.18861153055301,-4.377223061106015,⚪,"⚪ Buy: 47.8% | Sell: 52.2% | Net: -4.4% | Value: -13,615,174,499"
2026-08-16T03:45:00.874005,LTC/USDT,14761.663600000002,15616.157400000002,-854.4938000000002,48.59355646344746,51.40644353655254,-2.8128870731050792,⚪,⚪ Buy: 48.6% | Sell: 51.4% | Net: -2.8% | Value: -854
2026-08-16T03:45:02.098505,ATOM/USDT,44559.81652,47224.047379999996,-2664.230859999996,48.54863875479097,51.45136124520903,-2.9027224904180526,⚪,"⚪ Buy: 48.5% | Sell: 51.5% | Net: -2.9% | Value: -2,664"
2026-08-16T03:45:03.941186,XLM/USDT,251859.21899999995,268814.971,-16955.752000000066,48.37175028783354,51.628249712166465,-3.256499424332915,⚪,"⚪ Buy: 48.4% | Sell: 51.6% | Net: -3.3% | Value: -16,956"
2026-08-16T03:45:05.198378,UNI/USDT,982137.2385,937635.4438,44501.79469999997,51.15903812754238,48.84096187245762,2.318076255084754,⚪,"⚪ Buy: 51.2% | Sell: 48.8% | Net: 2.3% | Value: 44,502"
2026-08-16T03:45:06.514184,ICP/USDT,17703.07754,23817.43786,-6114.36032,42.636940725451595,57.36305927454841,-14.726118549096817,⚪,"⚪ Buy: 42.6% | Sell: 57.4% | Net: -14.7% | Value: -6,114"
2026-08-16T03:45:08.063105,APT/USDT,26060.68884,28623.19896,-2562.5101200000026,47.65697884414136,52.34302115585864,-4.686042311717278,⚪,"⚪ Buy: 47.7% | Sell: 52.3% | Net: -4.7% | Value: -2,563"
2026-08-16T03:45:09.301487,NEAR/USDT,805939.7207,836804.6122,-30864.891500000027,49.06056922912913,50.93943077087088,-1.8788615417417418,⚪,"⚪ Buy: 49.1% | Sell: 50.9% | Net: -1.9% | Value: -30,865"
2026-08-16T03:45:09.599457,AAPL,0,0,0,0,0,0,⚪,⚪ Buy: 0.0% | Sell: 0.0% | Net: 0.0% | Value: 0
2026-08-16T03:45:09.784640,MSFT,0,0,0,0,0,0,⚪,⚪ Buy: 0.0% | Sell: 0.0% | Net: 0.0% | Value: 0
2026-08-16T03:45:09.939894,GOOG,0,0,0,0,0,0,⚪,⚪ Buy: 0.0% | Sell: 0.0% | Net: 0.0% | Value: 0
2026-08-16T03:45:10.124216,GC=F,0,0,0,0,0,0,⚪,⚪ Buy: 0.0% | Sell: 0.0% | Net: 0.0% | Value: 0
2026-08-16T03:45:10.258289,CL=F,0,0,0,0,0,0,⚪,⚪ Buy: 0.0% | Sell: 0.0% | Net: 0.0% | Value: 0
2026-08-16T03:45:10.354253,TSLA,0,0,0,0,0,0,⚪,⚪ Buy: 0.0% | Sell: 0.0% | Net: 0.0% | Value: 0
2026-08-16T03:45:10.541151,NVDA,0,0,0,0,0,0,⚪,⚪ Buy: 0.0% | Sell: 0.0% | Net: 0.0% | Value: 0
2026-08-16T04:32:26.298044,BTC/USDT,50.939305038,53.001153192,-2.061848153999996,49.008159003187416,50.991840996812584,-1.9836819936251655,⚪,⚪ Buy: 49.0% | Sell: 51.0% | Net: -2.0% | Value: -2
2026-08-16T04:32:27.379219,ETH/USDT,1659.1031361200005,1952.9713986799998,-293.86826255999927,45.932140107730774,54.06785989226923,-8.135719784538463,⚪,⚪ Buy: 45.9% | Sell: 54.1% | Net: -8.1% | Value: -294
2026-08-16T04:32:28.812537,BNB/USDT,1086.47864,1432.56086,-346.08222,43.130671035527634,56.86932896447237,-13.738657928944745,⚪,⚪ Buy: 43.1% | Sell: 56.9% | Net: -13.7% | Value: -346
2026-08-16T04:32:30.323215,XRP/USDT,2238066.797509999,1717367.14439,520699.653119999,56.58208000396891,43.41791999603108,13.164160007937841,⚪,"⚪ Buy: 56.6% | Sell: 43.4% | Net: 13.2% | Value: 520,700"
2026-08-16T04:32:31.406952,SOL/USDT,10471.498465686,11452.875477123998,-981.3770114379986,47.76190413920614,52.23809586079386,-4.47619172158773,⚪,⚪ Buy: 47.8% | Sell: 52.2% | Net: -4.5% | Value: -981
2026-08-16T04:32:32.678847,DOGE/USDT,2568009.977754688,2517561.473582032,50448.504172655754,50.49599641510686,49.50400358489314,0.9919928302137134,⚪,"⚪ Buy: 50.5% | Sell: 49.5% | Net: 1.0% | Value: 50,449"
2026-08-16T04:32:34.289054,ADA/USDT,993290.9450000001,1037242.205,-43951.25999999989,48.917740889874175,51.082259110125825,-2.164518220251656,⚪,"⚪ Buy: 48.9% | Sell: 51.1% | Net: -2.2% | Value: -43,951"
2026-08-16T04:32:35.770961,TRX/USDT,1007091.7160000001,1185989.644,-178897.92799999996,45.92131119111787,54.07868880888213,-8.157377617764256,⚪,"⚪ Buy: 45.9% | Sell: 54.1% | Net: -8.2% | Value: -178,898"
2026-08-16T04:32:37.003343,AVAX/USDT,88851.41496000001,115602.15613999998,-26750.741179999968,43.45799121138462,56.54200878861537,-13.08401757723075,⚪,"⚪ Buy: 43.5% | Sell: 56.5% | Net: -13.1% | Value: -26,751"
2026-08-16T04:32:38.075831,DOT/USDT,393751.04762,501609.45457999996,-107858.40695999993,43.97681678525131,56.023183214748684,-12.046366429497377,⚪,"⚪ Buy: 44.0% | Sell: 56.0% | Net: -12.0% | Value: -107,858"
2026-08-16T04:32:39.221846,LINK/USDT,267783.140818628,324110.856977942,-56327.716159313975,45.24173953706206,54.75826046293795,-9.516520925875893,⚪,"⚪ Buy: 45.2% | Sell: 54.8% | Net: -9.5% | Value: -56,328"
2026-08-16T04:32:40.353857,SUI/USDT,170187.01,198664.59,-28477.579999999987,46.13969683200507,53.860303167994935,-7.7206063359898645,⚪,"⚪ Buy: 46.1% | Sell: 53.9% | Net: -7.7% | Value: -28,478"
2026-08-16T04:32:41.467273,SHIB/USDT,131789377335.9754,140610528992.19345,-8821151656.218048,48.3808453212919,51.6191546787081,-3.238309357416197,⚪,"⚪ Buy: 48.4% | Sell: 51.6% | Net: -3.2% | Value: -8,821,151,656"
2026-08-16T04:32:42.445784,LTC/USDT,14016.319400000002,14567.4796,-551.1601999999984,49.03588707715165,50.96411292284836,-1.9282258456967123,⚪,⚪ Buy: 49.0% | Sell: 51.0% | Net: -1.9% | Value: -551
2026-08-16T04:32:43.682600,ATOM/USDT,42951.35384000001,43238.08036,-286.72651999998925,49.83366492502164,50.16633507497835,-0.3326701499567208,⚪,⚪ Buy: 49.8% | Sell: 50.2% | Net: -0.3% | Value: -287
2026-08-16T04:32:44.851111,XLM/USDT,245141.06499999997,270205.195,-25064.130000000034,47.568224323583905,52.43177567641608,-4.863551352832178,⚪,"⚪ Buy: 47.6% | Sell: 52.4% | Net: -4.9% | Value: -25,064"
2026-08-16T04:32:45.898061,UNI/USDT,966937.4939599999,914518.77974,52418.71421999985,51.39303567541634,48.606964324583664,2.786071350832683,⚪,"⚪ Buy: 51.4% | Sell: 48.6% | Net: 2.8% | Value: 52,419"
2026-08-16T04:32:47.094587,ICP/USDT,16355.462880000001,21493.55282,-5138.08994,43.21238631312676,56.78761368687323,-13.57522737374647,⚪,"⚪ Buy: 43.2% | Sell: 56.8% | Net: -13.6% | Value: -5,138"
2026-08-16T04:32:48.167558,APT/USDT,25107.511759999998,27193.433340000003,-2085.9215800000056,48.005847144815746,51.99415285518426,-3.9883057103685218,⚪,"⚪ Buy: 48.0% | Sell: 52.0% | Net: -4.0% | Value: -2,086"
2026-08-16T04:32:49.186130,NEAR/USDT,662881.2891200001,770344.19588,-107462.90675999993,46.25101186503113,53.74898813496887,-7.497976269937729,⚪,"⚪ Buy: 46.3% | Sell: 53.7% | Net: -7.5% | Value: -107,463"
2026-08-16T04:32:49.605733,AAPL,0,0,0,0,0,0,⚪,⚪ Buy: 0.0% | Sell: 0.0% | Net: 0.0% | Value: 0
2026-08-16T04:32:49.752659,MSFT,0,0,0,0,0,0,⚪,⚪ Buy: 0.0% | Sell: 0.0% | Net: 0.0% | Value: 0
2026-08-16T04:32:49.848098,GOOG,0,0,0,0,0,0,⚪,⚪ Buy: 0.0% | Sell: 0.0% | Net: 0.0% | Value: 0
2026-08-16T04:32:49.939348,GC=F,0,0,0,0,0,0,⚪,⚪ Buy: 0.0% | Sell: 0.0% | Net: 0.0% | Value: 0
2026-08-16T04:32:50.011975,CL=F,0,0,0,0,0,0,⚪,⚪ Buy: 0.0% | Sell: 0.0% | Net: 0.0% | Value: 0
2026-08-16T04:32:50.101590,TSLA,0,0,0,0,0,0,⚪,⚪ Buy: 0.0% | Sell: 0.0% | Net: 0.0% | Value: 0
2026-08-16T04:32:50.219613,NVDA,0,0,0,0,0,0,⚪,⚪ Buy: 0.0% | Sell: 0.0% | Net: 0.0% | Value: 0
2026-08-16T05:24:48.999182,BTC/USDT,48.271263282,50.93713339799999,-2.6658701159999936,48.656429190868366,51.343570809131634,-2.6871416182632677,⚪,⚪ Buy: 48.7% | Sell: 51.3% | Net: -2.7% | Value: -3
2026-08-16T05:24:50.179689,ETH/USDT,1565.9898399000006,1864.6331000999999,-298.6432601999993,45.64739020546515,54.35260979453486,-8.705219589069713,⚪,⚪ Buy: 45.6% | Sell: 54.4% | Net: -8.7% | Value: -299
2026-08-16T05:24:51.541551,BNB/USDT,1060.7155,1378.4191,-317.70360000000005,43.4873704796775,56.51262952032249,-13.02525904064499,⚪,⚪ Buy: 43.5% | Sell: 56.5% | Net: -13.0% | Value: -318
2026-08-16T05:24:53.014927,XRP/USDT,2234105.11011,1711424.61329,522680.49681999977,56.623704970717945,43.376295029282055,13.247409941435897,⚪,"⚪ Buy: 56.6% | Sell: 43.4% | Net: 13.2% | Value: 522,680"
2026-08-16T05:24:54.115414,SOL/USDT,9480.443665685998,10999.401277123998,-1518.9576114379997,46.29157931693406,53.70842068306594,-7.416841366131881,⚪,"⚪ Buy: 46.3% | Sell: 53.7% | Net: -7.4% | Value: -1,519"
2026-08-16T05:24:55.285067,DOGE/USDT,2641643.408554688,2668304.843482032,-26661.434927343857,49.74894826030444,50.251051739695555,-0.502103479391111,⚪,"⚪ Buy: 49.7% | Sell: 50.3% | Net: -0.5% | Value: -26,661"
2026-08-16T05:24:56.727436,ADA/USDT,909516.6330000001,911580.737,-2064.1039999998175,49.94332801655741,50.05667198344259,-0.11334396688518732,⚪,"⚪ Buy: 49.9% | Sell: 50.1% | Net: -0.1% | Value: -2,064"
2026-08-16T05:24:58.219640,TRX/USDT,957289.8820000001,1095580.4679999999,-138290.58599999978,46.63177496815617,53.36822503184382,-6.736450063687645,⚪,"⚪ Buy: 46.6% | Sell: 53.4% | Net: -6.7% | Value: -138,291"
2026-08-16T05:24:59.534616,AVAX/USDT,88049.10116000002,114398.68544,-26349.58427999998,43.49225182390807,56.50774817609193,-13.015496352183867,⚪,"⚪ Buy: 43.5% | Sell: 56.5% | Net: -13.0% | Value: -26,350"
2026-08-16T05:25:00.841770,DOT/USDT,390000.299,507902.74299999996,-117902.44399999996,43.43456706988192,56.565432930118085,-13.130865860236163,⚪,"⚪ Buy: 43.4% | Sell: 56.6% | Net: -13.1% | Value: -117,902"
2026-08-16T05:25:01.942206,LINK/USDT,266130.78886000003,321632.32904,-55501.54017999995,45.27857920225587,54.72142079774414,-9.442841595488268,⚪,"⚪ Buy: 45.3% | Sell: 54.7% | Net: -9.4% | Value: -55,502"
2026-08-16T05:25:03.323685,SUI/USDT,169328.66,198124.94,-28796.28,46.081644049752136,53.91835595024788,-7.836711900495737,⚪,"⚪ Buy: 46.1% | Sell: 53.9% | Net: -7.8% | Value: -28,796"
2026-08-16T05:25:04.535034,SHIB/USDT,123850130865.88118,137506035893.6619,-13655905027.780716,47.387491330873274,52.612508669126726,-5.225017338253446,⚪,"⚪ Buy: 47.4% | Sell: 52.6% | Net: -5.2% | Value: -13,655,905,028"
2026-08-16T05:25:05.742432,LTC/USDT,12449.366,13602.066,-1152.7000000000007,47.78764560811858,52.21235439188141,-4.42470878376283,⚪,"⚪ Buy: 47.8% | Sell: 52.2% | Net: -4.4% | Value: -1,153"
2026-08-16T05:25:07.054207,ATOM/USDT,40420.36494000001,38416.50256,2003.862380000006,51.27089168021548,48.72910831978452,2.541783360430963,⚪,"⚪ Buy: 51.3% | Sell: 48.7% | Net: 2.5% | Value: 2,004"
2026-08-16T05:25:08.257783,XLM/USDT,234442.24,265587.9,-31145.660000000033,46.88562173472183,53.11437826527817,-6.228756530556344,⚪,"⚪ Buy: 46.9% | Sell: 53.1% | Net: -6.2% | Value: -31,146"
2026-08-16T05:25:09.306482,UNI/USDT,984394.57362,900669.0378800001,83725.53573999996,52.22076154961628,47.77923845038372,4.4415230992325565,⚪,"⚪ Buy: 52.2% | Sell: 47.8% | Net: 4.4% | Value: 83,726"
2026-08-16T05:25:10.642510,ICP/USDT,17495.099520000003,21955.763179999998,-4460.663659999995,44.34655752154187,55.653442478458146,-11.306884956916278,⚪,"⚪ Buy: 44.3% | Sell: 55.7% | Net: -11.3% | Value: -4,461"
