timestamp,market,buy_volume,sell_volume,net_flow,buy_%,sell_%,net_%,trend,message
2026-06-05T03:32:06.257658,BTC/USDT,640.43700902,701.842462,-61.40545297999995,47.71264277277004,52.28735722722995,-4.574714454459909,⚪,⚪ Buy: 47.7% | Sell: 52.3% | Net: -4.6% | Value: -61
2026-06-05T08:04:22.114674,TRX/USDT,2657273.873,2782838.5770000005,-125564.70400000038,48.84593650265446,51.15406349734554,-2.308126994691081,⚪,"⚪ Buy: 48.8% | Sell: 51.2% | Net: -2.3% | Value: -125,565"
2026-06-05T08:04:23.645930,AVAX/USDT,155672.43238,168525.70192,-12853.26953999998,48.017682987634636,51.98231701236536,-3.964634024730715,⚪,"⚪ Buy: 48.0% | Sell: 52.0% | Net: -4.0% | Value: -12,853"
2026-06-05T08:04:25.816272,DOT/USDT,2707210.4260912,2849970.0890608006,-142759.6629696004,48.71553872885398,51.28446127114602,-2.5689225422920354,⚪,"⚪ Buy: 48.7% | Sell: 51.3% | Net: -2.6% | Value: -142,760"
2026-06-05T08:04:27.570045,LINK/USDT,270129.07760757004,286148.58453838003,-16019.506930809992,48.56011592582995,51.43988407417004,-2.879768148340094,⚪,"⚪ Buy: 48.6% | Sell: 51.4% | Net: -2.9% | Value: -16,020"
2026-06-05T08:04:30.355909,SUI/USDT,3377593.2800000003,3623367.52,-245774.23999999976,48.24471064028811,51.755289359711874,-3.5105787194237648,⚪,"⚪ Buy: 48.2% | Sell: 51.8% | Net: -3.5% | Value: -245,774"
2026-06-05T08:04:32.017486,SHIB/USDT,229014546904.52737,246069502975.66217,-17054956071.134796,48.2050590758166,51.79494092418339,-3.589881848366799,⚪,"⚪ Buy: 48.2% | Sell: 51.8% | Net: -3.6% | Value: -17,054,956,071"
2026-06-05T08:04:34.391679,LTC/USDT,26515.8738,29987.310200000004,-3471.4364000000023,46.92810550286865,53.071894497131346,-6.143788994262698,⚪,"⚪ Buy: 46.9% | Sell: 53.1% | Net: -6.1% | Value: -3,471"
2026-06-05T08:04:35.885589,ATOM/USDT,50615.24539999999,52255.06900000001,-1639.823600000018,49.2029655933471,50.7970344066529,-1.5940688133057928,⚪,"⚪ Buy: 49.2% | Sell: 50.8% | Net: -1.6% | Value: -1,640"
2026-06-05T08:04:37.387019,XLM/USDT,4936664.628780202,5443822.485853468,-507157.85707326606,47.55715771585366,52.44284228414633,-4.885684568292668,⚪,"⚪ Buy: 47.6% | Sell: 52.4% | Net: -4.9% | Value: -507,158"
2026-06-05T08:04:39.688853,UNI/USDT,837676.22458,948709.2581199999,-111033.03353999986,46.89224317440765,53.10775682559233,-6.215513651184681,⚪,"⚪ Buy: 46.9% | Sell: 53.1% | Net: -6.2% | Value: -111,033"
2026-06-05T08:04:41.367133,ICP/USDT,132725.75086000003,151932.97234000004,-19207.221480000007,46.6262721085654,53.3737278914346,-6.747455782869191,⚪,"⚪ Buy: 46.6% | Sell: 53.4% | Net: -6.7% | Value: -19,207"
2026-06-05T08:04:42.802946,APT/USDT,131785.72363999998,129429.15265999999,2356.5709799999895,50.45107901459899,49.54892098540102,0.902158029197968,⚪,"⚪ Buy: 50.5% | Sell: 49.5% | Net: 0.9% | Value: 2,357"
2026-06-05T08:04:44.611015,NEAR/USDT,2864895.9546245793,2995320.8551497203,-130424.90052514104,48.887200723464666,51.112799276535334,-2.225598553070671,⚪,"⚪ Buy: 48.9% | Sell: 51.1% | Net: -2.2% | Value: -130,425"
2026-06-05T08:04:44.910524,AAPL,0,0,0,0,0,0,⚪,⚪ Buy: 0.0% | Sell: 0.0% | Net: 0.0% | Value: 0
2026-06-05T08:04:45.059865,MSFT,0,0,0,0,0,0,⚪,⚪ Buy: 0.0% | Sell: 0.0% | Net: 0.0% | Value: 0
2026-06-05T08:04:45.155777,GOOG,0,0,0,0,0,0,⚪,⚪ Buy: 0.0% | Sell: 0.0% | Net: 0.0% | Value: 0
2026-06-05T08:04:45.249543,GC=F,0,0,0,0,0,0,⚪,⚪ Buy: 0.0% | Sell: 0.0% | Net: 0.0% | Value: 0
2026-06-05T08:04:45.338858,CL=F,0,0,0,0,0,0,⚪,⚪ Buy: 0.0% | Sell: 0.0% | Net: 0.0% | Value: 0
2026-06-05T08:04:45.429542,TSLA,0,0,0,0,0,0,⚪,⚪ Buy: 0.0% | Sell: 0.0% | Net: 0.0% | Value: 0
2026-06-05T08:04:45.545387,NVDA,0,0,0,0,0,0,⚪,⚪ Buy: 0.0% | Sell: 0.0% | Net: 0.0% | Value: 0
2026-06-05T11:41:25.438871,BTC/USDT,994.4038802200001,1111.7269123199999,-117.32303209999975,47.214725872781436,52.785274127218564,-5.570548254437124,⚪,⚪ Buy: 47.2% | Sell: 52.8% | Net: -5.6% | Value: -117
2026-06-05T11:41:26.687886,ETH/USDT,46696.083254232,54059.227968848,-7363.144714615999,46.346026514516225,53.653973485483775,-7.307946970967547,⚪,"⚪ Buy: 46.3% | Sell: 53.7% | Net: -7.3% | Value: -7,363"
2026-06-05T11:41:28.531211,BNB/USDT,4438.94812,5163.047280000001,-724.0991600000007,46.22943393620039,53.77056606379962,-7.541132127599235,⚪,⚪ Buy: 46.2% | Sell: 53.8% | Net: -7.5% | Value: -724
2026-06-05T11:41:30.660771,XRP/USDT,8131417.624019999,9620509.060579998,-1489091.4365599994,45.80583149362654,54.194168506373465,-8.388337012746923,⚪,"⚪ Buy: 45.8% | Sell: 54.2% | Net: -8.4% | Value: -1,489,091"
2026-06-05T11:41:31.747586,SOL/USDT,107731.335782434,123546.954554956,-15815.618772521993,46.580825042106184,53.41917495789382,-6.838349915787637,⚪,"⚪ Buy: 46.6% | Sell: 53.4% | Net: -6.8% | Value: -15,816"
2026-06-05T11:41:32.852356,DOGE/USDT,41257137.11021467,46970115.34952613,-5712978.239311457,46.762350588941686,53.23764941105831,-6.475298822116625,⚪,"⚪ Buy: 46.8% | Sell: 53.2% | Net: -6.5% | Value: -5,712,978"
2026-06-05T11:41:33.941930,ADA/USDT,12430381.596000003,15036309.304,-2605927.707999997,45.256203746043546,54.743796253956454,-9.48759250791291,⚪,"⚪ Buy: 45.3% | Sell: 54.7% | Net: -9.5% | Value: -2,605,928"
2026-06-05T11:41:35.000254,TRX/USDT,2790962.962,3182132.738,-391169.77600000007,46.72556915503631,53.274430844963696,-6.548861689927388,⚪,"⚪ Buy: 46.7% | Sell: 53.3% | Net: -6.5% | Value: -391,170"
2026-06-05T11:41:36.368718,AVAX/USDT,170732.64448,193798.74641999998,-23066.101939999993,46.83619812781396,53.163801872186035,-6.327603744372072,⚪,"⚪ Buy: 46.8% | Sell: 53.2% | Net: -6.3% | Value: -23,066"
2026-06-05T11:41:37.970998,DOT/USDT,2784478.76708,3173891.78712,-389413.02003999986,46.73221884659803,53.26778115340197,-6.535562306803934,⚪,"⚪ Buy: 46.7% | Sell: 53.3% | Net: -6.5% | Value: -389,413"
2026-06-05T11:41:39.716278,LINK/USDT,283244.31368757004,322432.46565838007,-39188.151970810024,46.764928646172635,53.235071353827365,-6.47014270765473,⚪,"⚪ Buy: 46.8% | Sell: 53.2% | Net: -6.5% | Value: -39,188"
2026-06-05T11:41:41.374877,SUI/USDT,3678226.58,4183322.0199999996,-505095.4399999995,46.78755760665272,53.21244239334728,-6.424884786694564,⚪,"⚪ Buy: 46.8% | Sell: 53.2% | Net: -6.4% | Value: -505,095"
2026-06-05T11:41:42.726978,SHIB/USDT,229739095530.24298,260353144295.20007,-30614048764.957092,46.87670541612116,53.12329458387883,-6.2465891677576755,⚪,"⚪ Buy: 46.9% | Sell: 53.1% | Net: -6.2% | Value: -30,614,048,765"
2026-06-05T11:41:43.831294,LTC/USDT,31803.356800000005,36165.5852,-4362.228399999996,46.791013460236,53.20898653976399,-6.417973079527993,⚪,"⚪ Buy: 46.8% | Sell: 53.2% | Net: -6.4% | Value: -4,362"
2026-06-05T11:41:45.271864,ATOM/USDT,60948.993859999995,69571.63714000002,-8622.643280000026,46.69682746170602,53.30317253829398,-6.6063450765879494,⚪,"⚪ Buy: 46.7% | Sell: 53.3% | Net: -6.6% | Value: -8,623"
2026-06-05T11:41:46.327721,XLM/USDT,5265528.714780201,5868654.719853468,-603126.005073267,47.29155708357921,52.70844291642081,-5.416885832841596,⚪,"⚪ Buy: 47.3% | Sell: 52.7% | Net: -5.4% | Value: -603,126"
2026-06-05T11:41:47.310567,UNI/USDT,861390.8440067443,1049146.1011601165,-187755.25715337216,45.08632226065186,54.913677739348145,-9.827355478696287,⚪,"⚪ Buy: 45.1% | Sell: 54.9% | Net: -9.8% | Value: -187,755"
2026-06-05T11:41:48.744180,ICP/USDT,167527.31118,189393.63132000001,-21866.320140000025,46.93681183473844,53.06318816526156,-6.126376330523117,⚪,"⚪ Buy: 46.9% | Sell: 53.1% | Net: -6.1% | Value: -21,866"
2026-06-05T11:41:49.872684,APT/USDT,128604.94416000001,130680.43934000001,-2075.495179999998,49.599766259095745,50.400233740904255,-0.8004674818085138,⚪,"⚪ Buy: 49.6% | Sell: 50.4% | Net: -0.8% | Value: -2,075"
2026-06-05T11:41:50.964778,NEAR/USDT,2996099.25420458,2994050.24696972,2049.0072348602116,50.017103139366206,49.982896860633794,0.03420627873241773,⚪,"⚪ Buy: 50.0% | Sell: 50.0% | Net: 0.0% | Value: 2,049"
2026-06-05T11:41:51.953216,AAPL,0,0,0,0,0,0,⚪,⚪ Buy: 0.0% | Sell: 0.0% | Net: 0.0% | Value: 0
2026-06-05T11:41:52.186305,MSFT,0,0,0,0,0,0,⚪,⚪ Buy: 0.0% | Sell: 0.0% | Net: 0.0% | Value: 0
2026-06-05T11:41:52.358957,GOOG,0,0,0,0,0,0,⚪,⚪ Buy: 0.0% | Sell: 0.0% | Net: 0.0% | Value: 0
2026-06-05T11:41:52.521671,GC=F,0,0,0,0,0,0,⚪,⚪ Buy: 0.0% | Sell: 0.0% | Net: 0.0% | Value: 0
2026-06-05T11:41:52.754835,CL=F,0,0,0,0,0,0,⚪,⚪ Buy: 0.0% | Sell: 0.0% | Net: 0.0% | Value: 0
2026-06-05T11:41:52.917571,TSLA,0,0,0,0,0,0,⚪,⚪ Buy: 0.0% | Sell: 0.0% | Net: 0.0% | Value: 0
2026-06-05T11:41:53.120607,NVDA,0,0,0,0,0,0,⚪,⚪ Buy: 0.0% | Sell: 0.0% | Net: 0.0% | Value: 0
2026-06-05T14:45:25.040448,BTC/USDT,1284.956468804,1289.200023636,-4.2435548319999725,49.917573876249115,50.08242612375088,-0.16485224750176622,⚪,⚪ Buy: 49.9% | Sell: 50.1% | Net: -0.2% | Value: -4
2026-06-05T14:45:27.072230,ETH/USDT,55327.212294312,67005.921528968,-11678.709234656002,45.226677814235174,54.773322185764826,-9.546644371529657,⚪,"⚪ Buy: 45.2% | Sell: 54.8% | Net: -9.5% | Value: -11,679"
2026-06-05T14:45:30.908310,BNB/USDT,5070.90324,5543.996160000001,-473.09292000000096,47.771561923610875,52.228438076389125,-4.456876152778245,⚪,⚪ Buy: 47.8% | Sell: 52.2% | Net: -4.5% | Value: -473
2026-06-05T14:45:33.121337,XRP/USDT,9625702.006006313,10354043.226270875,-728341.2202645615,48.17730103212745,51.82269896787255,-3.6453979357450943,⚪,"⚪ Buy: 48.2% | Sell: 51.8% | Net: -3.6% | Value: -728,341"
2026-06-05T14:45:34.954866,SOL/USDT,152208.26964,163612.93445999996,-11404.664819999947,48.19444282525298,51.80555717474702,-3.6111143494940365,⚪,"⚪ Buy: 48.2% | Sell: 51.8% | Net: -3.6% | Value: -11,405"
2026-06-05T14:45:36.914035,DOGE/USDT,44181140.98109467,50519695.35804613,-6338554.376951456,46.65337993729435,53.346620062705654,-6.6932401254112985,⚪,"⚪ Buy: 46.7% | Sell: 53.3% | Net: -6.7% | Value: -6,338,554"
2026-06-05T14:45:38.418752,ADA/USDT,11684994.136,12332725.644,-647731.5079999994,48.65155494790272,51.34844505209728,-2.69689010419456,⚪,"⚪ Buy: 48.7% | Sell: 51.3% | Net: -2.7% | Value: -647,732"
2026-06-05T14:45:40.003622,TRX/USDT,3035794.054,3242487.616,-206693.56199999992,48.35390021613987,51.64609978386012,-3.292199567720254,⚪,"⚪ Buy: 48.4% | Sell: 51.6% | Net: -3.3% | Value: -206,694"
2026-06-05T14:45:42.670190,AVAX/USDT,222767.7161,237157.22439999998,-14389.508299999987,48.4356677543561,51.5643322456439,-3.128664491287788,⚪,"⚪ Buy: 48.4% | Sell: 51.6% | Net: -3.1% | Value: -14,390"
2026-06-05T14:45:44.117875,DOT/USDT,2984885.92836,3458552.9613400004,-473667.0329800006,46.3244236417205,53.6755763582795,-7.351152716559,⚪,"⚪ Buy: 46.3% | Sell: 53.7% | Net: -7.4% | Value: -473,667"
2026-06-05T14:45:45.559940,LINK/USDT,311258.29324757005,357379.84899838,-46121.55575080996,46.55108250361788,53.44891749638213,-6.897834992764253,⚪,"⚪ Buy: 46.6% | Sell: 53.4% | Net: -6.9% | Value: -46,122"
2026-06-05T14:45:47.989836,SUI/USDT,4145848.4178794683,4451157.976819201,-305309.5589397331,48.224326324056236,51.775673675943764,-3.5513473518875327,⚪,"⚪ Buy: 48.2% | Sell: 51.8% | Net: -3.6% | Value: -305,310"
2026-06-05T14:45:49.836190,SHIB/USDT,264671022758.7509,303476070284.2827,-38805047525.53183,46.58494710254616,53.415052897453855,-6.830105794907691,⚪,"⚪ Buy: 46.6% | Sell: 53.4% | Net: -6.8% | Value: -38,805,047,526"
2026-06-05T14:45:51.759706,LTC/USDT,41631.2162,47319.2098,-5687.993599999994,46.8027170550032,53.19728294499679,-6.394565889993594,⚪,"⚪ Buy: 46.8% | Sell: 53.2% | Net: -6.4% | Value: -5,688"
2026-06-05T14:45:53.137839,ATOM/USDT,114380.37485999998,145293.23354000002,-30912.858680000034,44.0477473104656,55.9522526895344,-11.904505379068793,⚪,"⚪ Buy: 44.0% | Sell: 56.0% | Net: -11.9% | Value: -30,913"
2026-06-05T14:45:54.666446,XLM/USDT,6192195.126780202,6789831.887853467,-597636.7610732652,47.69821476877381,52.30178523122619,-4.603570462452389,⚪,"⚪ Buy: 47.7% | Sell: 52.3% | Net: -4.6% | Value: -597,637"
2026-06-05T14:45:57.135368,UNI/USDT,946514.6477467444,1026695.5911201164,-80180.94337337196,47.968261521402376,52.03173847859761,-4.063476957195236,⚪,"⚪ Buy: 48.0% | Sell: 52.0% | Net: -4.1% | Value: -80,181"
2026-06-05T14:45:59.325255,ICP/USDT,209163.55886000002,241411.62584000002,-32248.066980000003,46.42145550009914,53.57854449990086,-7.157088999801724,⚪,"⚪ Buy: 46.4% | Sell: 53.6% | Net: -7.2% | Value: -32,248"
2026-06-05T14:46:00.736835,APT/USDT,139595.68990000003,146433.6188,-6837.92889999997,48.80468037854612,51.19531962145387,-2.390639242907756,⚪,"⚪ Buy: 48.8% | Sell: 51.2% | Net: -2.4% | Value: -6,838"
2026-06-05T14:46:02.165568,NEAR/USDT,2977525.111183268,3000379.9538749023,-22854.842691634316,49.80883902936813,50.19116097063188,-0.3823219412637481,⚪,"⚪ Buy: 49.8% | Sell: 50.2% | Net: -0.4% | Value: -22,855"
2026-06-05T14:46:02.596002,AAPL,0,0,0,0,0,0,⚪,⚪ Buy: 0.0% | Sell: 0.0% | Net: 0.0% | Value: 0
2026-06-05T14:46:02.760651,MSFT,0,0,0,0,0,0,⚪,⚪ Buy: 0.0% | Sell: 0.0% | Net: 0.0% | Value: 0
2026-06-05T14:46:03.046442,GOOG,0,0,0,0,0,0,⚪,⚪ Buy: 0.0% | Sell: 0.0% | Net: 0.0% | Value: 0
2026-06-05T14:46:03.136411,GC=F,0,0,0,0,0,0,⚪,⚪ Buy: 0.0% | Sell: 0.0% | Net: 0.0% | Value: 0
2026-06-05T14:46:03.244545,CL=F,0,0,0,0,0,0,⚪,⚪ Buy: 0.0% | Sell: 0.0% | Net: 0.0% | Value: 0
2026-06-05T14:46:03.348569,TSLA,0,0,0,0,0,0,⚪,⚪ Buy: 0.0% | Sell: 0.0% | Net: 0.0% | Value: 0
2026-06-05T14:46:03.526697,NVDA,0,0,0,0,0,0,⚪,⚪ Buy: 0.0% | Sell: 0.0% | Net: 0.0% | Value: 0
2026-06-05T17:13:20.443289,BTC/USDT,1575.0054092059997,1528.160174464,46.845234741999775,50.75479753624036,49.24520246375964,1.5095950724807163,⚪,⚪ Buy: 50.8% | Sell: 49.2% | Net: 1.5% | Value: 47
2026-06-05T17:13:21.500410,ETH/USDT,67177.37594908799,76106.20623943201,-8928.83029034402,46.88421026541748,53.11578973458252,-6.231579469165034,⚪,"⚪ Buy: 46.9% | Sell: 53.1% | Net: -6.2% | Value: -8,929"
2026-06-05T17:13:22.812893,BNB/USDT,5393.84868,6282.975920000001,-889.1272400000007,46.19276956510934,53.80723043489068,-7.614460869781333,⚪,⚪ Buy: 46.2% | Sell: 53.8% | Net: -7.6% | Value: -889
2026-06-05T17:13:23.958613,XRP/USDT,10313590.679406313,10545407.755470876,-231817.07606456243,49.444323569062284,50.55567643093772,-1.1113528618754476,⚪,"⚪ Buy: 49.4% | Sell: 50.6% | Net: -1.1% | Value: -231,817"
2026-06-05T17:13:25.625567,SOL/USDT,222958.82533999998,221196.61466,1762.2106799999892,50.198377698582284,49.80162230141772,0.3967553971645579,⚪,"⚪ Buy: 50.2% | Sell: 49.8% | Net: 0.4% | Value: 1,762"
2026-06-05T17:13:26.976565,DOGE/USDT,46908183.36783467,51530678.484406136,-4622495.116571464,47.652098455023825,52.34790154497618,-4.695803089952365,⚪,"⚪ Buy: 47.7% | Sell: 52.3% | Net: -4.7% | Value: -4,622,495"
2026-06-05T17:13:28.158775,ADA/USDT,11516808.735999998,11972960.634,-456151.8980000019,49.02904134388272,50.97095865611728,-1.941917312234564,⚪,"⚪ Buy: 49.0% | Sell: 51.0% | Net: -1.9% | Value: -456,152"
2026-06-05T17:13:29.701678,TRX/USDT,3583198.944,4229302.276,-646103.3319999995,45.86493932093108,54.13506067906893,-8.270121358137843,⚪,"⚪ Buy: 45.9% | Sell: 54.1% | Net: -8.3% | Value: -646,103"
2026-06-05T17:13:30.789591,AVAX/USDT,269365.55264,275764.94496000005,-6399.392320000043,49.413040331794484,50.58695966820551,-1.1739193364110254,⚪,"⚪ Buy: 49.4% | Sell: 50.6% | Net: -1.2% | Value: -6,399"
2026-06-05T17:13:31.786444,DOT/USDT,3152181.26044,3511285.963660001,-359104.70322000096,47.305421553502846,52.69457844649714,-5.389156892994297,⚪,"⚪ Buy: 47.3% | Sell: 52.7% | Net: -5.4% | Value: -359,105"
2026-06-05T17:13:32.937681,LINK/USDT,352494.77876,385020.39404,-32525.61527999997,47.79491890610769,52.205081093892304,-4.410162187784615,⚪,"⚪ Buy: 47.8% | Sell: 52.2% | Net: -4.4% | Value: -32,526"
2026-06-05T17:13:34.642502,SUI/USDT,4520122.297879468,4632724.5968192015,-112602.29893973377,49.38487827757202,50.61512172242799,-1.2302434448559723,⚪,"⚪ Buy: 49.4% | Sell: 50.6% | Net: -1.2% | Value: -112,602"
2026-06-05T17:13:36.136252,SHIB/USDT,297314578309.4484,324715121974.356,-27400543664.907593,47.79748911889529,52.202510881104715,-4.405021762209416,⚪,"⚪ Buy: 47.8% | Sell: 52.2% | Net: -4.4% | Value: -27,400,543,665"
2026-06-05T17:13:37.182884,LTC/USDT,56373.7166,61027.0954,-4653.378799999999,48.01816583687683,51.98183416312317,-3.963668326246328,⚪,"⚪ Buy: 48.0% | Sell: 52.0% | Net: -4.0% | Value: -4,653"
2026-06-05T17:13:38.234278,ATOM/USDT,125351.50908,157932.20142000003,-32580.692340000023,44.249458911263446,55.75054108873655,-11.501082177473108,⚪,"⚪ Buy: 44.2% | Sell: 55.8% | Net: -11.5% | Value: -32,581"
2026-06-05T17:13:39.362782,XLM/USDT,7473466.442000002,7646018.288000001,-172551.84599999897,49.42937259740862,50.570627402591384,-1.141254805182762,⚪,"⚪ Buy: 49.4% | Sell: 50.6% | Net: -1.1% | Value: -172,552"
